constructorStandingsId,raceId,constructorId,points,position,positionText,wins
5599,189,20,9.0,7,7,0
5598,189,1,114.0,2,2,6
5597,189,21,1.0,9,9,0
5596,189,24,36.0,4,4,1
5595,189,22,16.0,6,6,0
5594,189,3,33.0,5,5,0
5593,189,17,58.0,3,3,2
5592,189,6,118.0,1,1,6
5613,190,16,0.0,11,11,0
5612,190,15,5.0,8,8,0
5611,190,18,1.0,10,10,0
5610,190,20,9.0,7,7,0
5609,190,1,124.0,2,2,7
5608,190,21,1.0,9,9,0
5607,190,24,36.0,4,4,1
5606,190,22,16.0,6,6,0
5605,190,3,35.0,5,5,0
5604,190,17,61.0,3,3,2
5603,190,6,128.0,1,1,6
2055,191,1,16.0,1,1,1
2056,191,3,6.0,2,2,0
2057,191,6,3.0,3,3,0
2058,191,15,1.0,4,4,0
2059,191,22,0.0,5,5,0
2060,191,17,0.0,6,6,0
2061,191,20,0.0,7,7,0
2062,192,1,32.0,1,1,2
2063,192,3,8.0,2,2,0
2064,192,6,7.0,3,3,0
2065,192,15,1.0,5,5,0
2066,192,22,4.0,4,4,0
2067,192,17,0.0,6,6,0
2068,192,20,0.0,7,7,0
2069,192,24,0.0,8,8,0
2070,193,1,39.0,1,1,2
2071,193,3,8.0,3,3,0
2072,193,6,21.0,2,2,1
2073,193,15,3.0,5,5,0
2074,193,22,7.0,4,4,0
2075,193,17,0.0,6,6,0
2076,193,20,0.0,7,7,0
2077,193,24,0.0,8,8,0
2078,193,25,0.0,9,9,0
2079,193,18,0.0,10,10,0
2080,194,1,49.0,1,1,3
2081,194,3,13.0,3,3,0
2082,194,6,31.0,2,2,1
2083,194,15,4.0,5,5,0
2084,194,22,7.0,4,4,0
2085,194,17,0.0,6,6,0
2086,194,20,0.0,8,8,0
2087,194,24,0.0,10,10,0
2088,194,25,0.0,11,11,0
2089,194,18,0.0,7,7,0
2090,194,21,0.0,9,9,0
2091,195,1,65.0,1,1,4
2092,195,3,14.0,3,3,0
2093,195,6,35.0,2,2,1
2094,195,15,4.0,5,5,0
2095,195,22,10.0,4,4,0
2096,195,17,0.0,7,7,0
2097,195,20,0.0,9,9,0
2098,195,24,2.0,6,6,0
2099,195,25,0.0,11,11,0
2100,195,18,0.0,8,8,0
2101,195,21,0.0,10,10,0
2102,196,1,75.0,1,1,5
2103,196,3,16.0,4,4,0
2104,196,6,39.0,2,2,1
2105,196,15,4.0,6,6,0
2106,196,22,16.0,3,3,0
2107,196,17,0.0,8,8,0
2108,196,20,0.0,10,10,0
2109,196,24,2.0,7,7,0
2110,196,25,0.0,11,11,0
2111,196,18,0.0,9,9,0
2112,196,21,4.0,5,5,0
2113,197,1,75.0,1,1,5
2114,197,3,16.0,4,4,0
2115,197,6,53.0,2,2,2
2116,197,15,4.0,7,7,0
2117,197,22,25.0,3,3,0
2118,197,17,0.0,8,8,0
2119,197,20,0.0,11,11,0
2120,197,24,5.0,5,5,0
2121,197,25,0.0,10,10,0
2122,197,18,0.0,9,9,0
2123,197,21,4.0,6,6,0
2124,198,1,80.0,1,1,5
2125,198,3,19.0,4,4,0
2126,198,6,69.0,2,2,3
2127,198,15,4.0,7,7,0
2128,198,22,27.0,3,3,0
2129,198,17,0.0,8,8,0
2130,198,20,0.0,11,11,0
2131,198,24,5.0,5,5,0
2132,198,25,0.0,10,10,0
2133,198,18,0.0,9,9,0
2134,198,21,4.0,6,6,0
2135,199,1,86.0,1,1,5
2136,199,3,19.0,4,4,0
2137,199,6,83.0,2,2,4
2138,199,15,4.0,7,7,0
2139,199,22,32.0,3,3,0
2140,199,17,1.0,8,8,0
2141,199,20,0.0,11,11,0
2142,199,24,5.0,5,5,0
2143,199,25,0.0,10,10,0
2144,199,18,0.0,9,9,0
2145,199,21,4.0,6,6,0
2146,200,1,102.0,1,1,6
2147,200,3,20.0,4,4,0
2148,200,6,90.0,2,2,4
2149,200,15,4.0,7,7,0
2150,200,22,32.0,3,3,0
2151,200,17,3.0,8,8,0
2152,200,20,0.0,11,11,0
2153,200,24,5.0,5,5,0
2154,200,25,0.0,10,10,0
2155,200,18,0.0,9,9,0
2156,200,21,4.0,6,6,0
2157,201,1,118.0,1,1,7
2158,201,3,24.0,4,4,0
2159,201,6,92.0,2,2,4
2160,201,15,4.0,8,8,0
2161,201,22,32.0,3,3,0
2162,201,17,7.0,5,5,0
2163,201,20,0.0,11,11,0
2164,201,24,5.0,6,6,0
2165,201,25,0.0,10,10,0
2166,201,18,0.0,9,9,0
2167,201,21,4.0,7,7,0
2168,202,1,125.0,1,1,7
2169,202,3,30.0,4,4,0
2170,202,6,102.0,2,2,5
2171,202,15,4.0,8,8,0
2172,202,22,32.0,3,3,0
2173,202,17,10.0,5,5,0
2174,202,20,0.0,11,11,0
2175,202,24,5.0,6,6,0
2176,202,25,0.0,10,10,0
2177,202,18,0.0,9,9,0
2178,202,21,4.0,7,7,0
2179,203,1,125.0,1,1,7
2180,203,3,33.0,3,3,0
2181,203,6,102.0,2,2,5
2182,203,15,8.0,6,6,0
2183,203,22,32.0,4,4,0
2184,203,17,26.0,5,5,1
2185,203,20,1.0,9,9,0
2186,203,24,5.0,8,8,0
2187,203,25,0.0,11,11,0
2188,203,18,0.0,10,10,0
2189,203,21,6.0,7,7,0
2190,204,1,128.0,1,1,7
2191,204,3,33.0,3,3,0
2192,204,6,118.0,2,2,6
2193,204,15,10.0,6,6,0
2194,204,22,32.0,4,4,0
2195,204,17,31.0,5,5,1
2196,204,20,1.0,9,9,0
2197,204,24,5.0,8,8,0
2198,204,25,0.0,11,11,0
2199,204,18,0.0,10,10,0
2200,204,21,6.0,7,7,0
2201,205,1,142.0,1,1,8
2202,205,3,35.0,3,3,0
2203,205,6,127.0,2,2,6
2204,205,15,10.0,6,6,0
2205,205,22,33.0,4,4,0
2206,205,17,31.0,5,5,1
2207,205,20,1.0,9,9,0
2208,205,24,5.0,8,8,0
2209,205,25,0.0,11,11,0
2210,205,18,0.0,10,10,0
2211,205,21,6.0,7,7,0
2212,206,1,156.0,1,1,9
2213,206,3,38.0,3,3,0
2214,206,6,133.0,2,2,6
2215,206,15,10.0,6,6,0
2216,206,22,33.0,5,5,0
2217,206,17,34.0,4,4,1
2218,206,20,1.0,9,9,0
2219,206,24,5.0,8,8,0
2220,206,25,0.0,11,11,0
2221,206,18,0.0,10,10,0
2222,206,21,6.0,7,7,0
5257,207,21,0.0,8,8,0
5256,207,18,0.0,7,7,0
5255,207,3,0.0,6,6,0
5254,207,15,1.0,5,5,0
5253,207,20,2.0,4,4,0
5252,207,22,3.0,3,3,0
5251,207,6,6.0,2,2,0
5250,207,1,14.0,1,1,1
5267,208,25,0.0,10,10,0
5266,208,17,0.0,7,7,0
5265,208,21,0.0,9,9,0
5264,208,18,0.0,8,8,0
5263,208,3,10.0,2,2,1
5262,208,15,1.0,6,6,0
5261,208,20,6.0,5,5,0
5260,208,22,10.0,3,3,0
5259,208,6,8.0,4,4,0
5258,208,1,17.0,1,1,1
5278,209,24,0.0,11,11,0
5277,209,25,0.0,8,8,0
5276,209,17,4.0,6,6,0
5275,209,21,0.0,10,10,0
5274,209,18,0.0,9,9,0
5273,209,3,20.0,1,1,2
5272,209,15,4.0,7,7,0
5271,209,20,6.0,5,5,0
5270,209,22,11.0,4,4,0
5269,209,6,14.0,3,3,0
5268,209,1,19.0,2,2,1
5289,210,24,0.0,11,11,0
5288,210,25,0.0,8,8,0
5287,210,17,7.0,5,5,0
5286,210,21,0.0,10,10,0
5285,210,18,0.0,9,9,0
5284,210,3,30.0,1,1,3
5283,210,15,4.0,7,7,0
5282,210,20,6.0,6,6,0
5281,210,22,13.0,4,4,0
5280,210,6,24.0,2,2,0
5279,210,1,20.0,3,3,1
5300,211,24,6.0,7,7,0
5299,211,25,2.0,9,9,0
5298,211,17,8.0,6,6,0
5297,211,21,0.0,11,11,0
5296,211,18,0.0,10,10,0
5295,211,3,30.0,2,2,3
5294,211,15,4.0,8,8,0
5293,211,20,9.0,5,5,0
5292,211,22,13.0,4,4,0
5291,211,6,38.0,1,1,1
5290,211,1,20.0,3,3,1
25366,212,26,0.0,12,12,0
25365,212,17,8.0,6,6,0
25364,212,25,2.0,9,9,0
25363,212,24,6.0,7,7,0
25362,212,21,0.0,11,11,0
25361,212,18,0.0,10,10,0
25360,212,3,40.0,2,2,4
25359,212,15,6.0,8,8,0
25358,212,20,15.0,5,5,0
25357,212,22,17.0,4,4,0
25356,212,6,41.0,1,1,1
25355,212,1,21.0,3,3,1
25378,213,26,0.0,12,12,0
25377,213,17,12.0,6,6,0
25376,213,25,2.0,9,9,0
25375,213,24,6.0,8,8,0
25374,213,21,0.0,10,10,0
25373,213,18,0.0,11,11,0
25372,213,3,43.0,2,2,4
25371,213,15,8.0,7,7,0
25370,213,20,16.0,5,5,0
25369,213,22,23.0,3,3,0
25368,213,6,51.0,1,1,2
25367,213,1,21.0,4,4,1
25390,214,26,0.0,12,12,0
25389,214,17,13.0,6,6,0
25388,214,25,2.0,9,9,0
25387,214,24,6.0,8,8,0
25386,214,21,0.0,10,10,0
25385,214,18,0.0,11,11,0
25384,214,3,52.0,2,2,4
25383,214,15,8.0,7,7,0
25382,214,20,16.0,5,5,0
25381,214,22,25.0,3,3,0
25380,214,6,65.0,1,1,3
25379,214,1,21.0,4,4,1
25402,215,26,0.0,12,12,0
25401,215,17,15.0,6,6,0
25400,215,25,2.0,9,9,0
25399,215,24,6.0,8,8,0
25398,215,21,1.0,10,10,0
25397,215,18,0.0,11,11,0
25396,215,3,62.0,2,2,5
25395,215,15,8.0,7,7,0
25394,215,20,16.0,5,5,0
25393,215,22,35.0,3,3,0
25392,215,6,65.0,1,1,3
25391,215,1,24.0,4,4,1
25414,216,26,0.0,12,12,0
25413,216,17,17.0,6,6,0
25412,216,25,2.0,9,9,0
25411,216,24,6.0,8,8,0
25410,216,21,1.0,10,10,0
25409,216,18,0.0,11,11,0
25408,216,3,62.0,2,2,5
25407,216,15,8.0,7,7,0
25406,216,20,19.0,5,5,0
25405,216,22,46.0,3,3,1
25404,216,6,71.0,1,1,3
25403,216,1,28.0,4,4,1
25426,217,26,0.0,12,12,0
25425,217,17,19.0,6,6,0
25424,217,25,2.0,10,10,0
25423,217,24,6.0,9,9,0
25422,217,21,7.0,8,8,0
25421,217,18,0.0,11,11,0
25420,217,3,72.0,2,2,6
25419,217,15,12.0,7,7,0
25418,217,20,20.0,5,5,0
25417,217,22,46.0,3,3,1
25416,217,6,74.0,1,1,3
25415,217,1,28.0,4,4,1
25438,218,26,0.0,12,12,0
25437,218,17,25.0,5,5,0
25436,218,25,2.0,10,10,0
25435,218,24,6.0,9,9,0
25434,218,21,7.0,8,8,0
25433,218,18,0.0,11,11,0
25432,218,3,78.0,2,2,6
25431,218,15,15.0,7,7,0
25430,218,20,20.0,6,6,0
25429,218,22,47.0,3,3,1
25428,218,6,84.0,1,1,4
25427,218,1,28.0,4,4,1
25450,219,26,0.0,12,12,0
25449,219,17,28.0,5,5,0
25448,219,25,2.0,10,10,0
25447,219,24,6.0,9,9,0
25446,219,21,7.0,8,8,0
25445,219,18,0.0,11,11,0
25444,219,3,84.0,2,2,6
25443,219,15,15.0,7,7,0
25442,219,20,20.0,6,6,0
25441,219,22,53.0,3,3,1
25440,219,6,85.0,1,1,4
25439,219,1,38.0,4,4,2
25462,220,26,0.0,12,12,0
25461,220,17,33.0,5,5,0
25460,220,25,2.0,10,10,0
25459,220,24,6.0,9,9,0
25458,220,21,7.0,8,8,0
25457,220,18,0.0,11,11,0
25456,220,3,98.0,1,1,7
25455,220,15,15.0,7,7,0
25454,220,20,20.0,6,6,0
25453,220,22,53.0,3,3,1
25452,220,6,86.0,2,2,4
25451,220,1,44.0,4,4,2
25474,221,26,0.0,12,12,0
25473,221,17,33.0,5,5,0
25472,221,25,2.0,10,10,0
25471,221,24,6.0,9,9,0
25470,221,21,9.0,8,8,0
25469,221,18,0.0,11,11,0
25468,221,3,112.0,1,1,8
25467,221,15,15.0,7,7,0
25466,221,20,21.0,6,6,0
25465,221,22,62.0,3,3,1
25464,221,6,86.0,2,2,4
25463,221,1,44.0,4,4,2
25486,222,26,0.0,12,12,0
25485,222,17,33.0,5,5,0
25484,222,25,2.0,10,10,0
25483,222,24,6.0,9,9,0
25482,222,21,9.0,8,8,0
25481,222,18,0.0,11,11,0
25480,222,3,118.0,1,1,8
25479,222,15,16.0,7,7,0
25478,222,20,21.0,6,6,0
25477,222,22,64.0,3,3,1
25476,222,6,100.0,2,2,5
25475,222,1,47.0,4,4,2
25498,223,26,0.0,12,12,0
25497,223,17,33.0,5,5,0
25496,223,25,2.0,10,10,0
25495,223,24,6.0,9,9,0
25494,223,21,9.0,8,8,0
25493,223,18,0.0,11,11,0
25492,223,3,123.0,1,1,8
25491,223,15,16.0,7,7,0
25490,223,20,21.0,6,6,0
25489,223,22,67.0,3,3,1
25488,223,6,102.0,2,2,5
25487,223,1,63.0,4,4,3
2418,224,3,16.0,1,1,1
2419,224,6,4.0,2,2,0
2420,224,22,3.0,3,3,0
2421,224,1,2.0,4,4,0
2422,224,25,1.0,5,5,0
2423,224,27,0.0,6,6,0
2424,224,15,0.0,7,7,0
2425,224,29,0.0,8,8,0
2426,225,3,26.0,1,1,2
2427,225,6,8.0,3,3,0
2428,225,22,9.0,2,2,0
2429,225,1,5.0,4,4,0
2430,225,25,3.0,5,5,0
2431,225,27,1.0,6,6,0
2432,225,15,0.0,7,7,0
2433,225,29,0.0,8,8,0
2434,225,18,0.0,9,9,0
2435,225,28,0.0,10,10,0
2436,225,17,0.0,11,11,0
2437,226,3,42.0,1,1,3
2438,226,6,10.0,3,3,0
2439,226,22,13.0,2,2,0
2440,226,1,5.0,4,4,0
2441,226,25,3.0,6,6,0
2442,226,27,1.0,7,7,0
2443,226,15,0.0,9,9,0
2444,226,29,1.0,8,8,0
2445,226,18,0.0,11,11,0
2446,226,28,0.0,10,10,0
2447,226,17,3.0,5,5,0
2448,227,3,55.0,1,1,4
2449,227,6,16.0,2,2,0
2450,227,22,13.0,3,3,0
2451,227,1,9.0,4,4,0
2452,227,25,3.0,6,6,0
2453,227,27,1.0,7,7,0
2454,227,15,0.0,9,9,0
2455,227,29,1.0,8,8,0
2456,227,18,0.0,11,11,0
2457,227,28,0.0,10,10,0
2458,227,17,6.0,5,5,0
2459,228,3,65.0,1,1,5
2460,228,6,25.0,2,2,0
2461,228,22,18.0,3,3,0
2462,228,1,9.0,4,4,0
2463,228,25,3.0,6,6,0
2464,228,27,1.0,7,7,0
2465,228,15,0.0,9,9,0
2466,228,29,1.0,8,8,0
2467,228,18,0.0,10,10,0
2468,228,28,0.0,11,11,0
2469,228,17,8.0,5,5,0
2470,229,3,65.0,1,1,5
2471,229,6,25.0,2,2,0
2472,229,22,18.0,3,3,0
2473,229,1,16.0,4,4,0
2474,229,25,5.0,8,8,0
2475,229,27,11.0,5,5,1
2476,229,15,7.0,7,7,0
2477,229,29,1.0,9,9,0
2478,229,18,0.0,10,10,0
2479,229,28,0.0,11,11,0
2480,229,17,8.0,6,6,0
2481,230,3,69.0,1,1,5
2482,230,6,35.0,2,2,1
2483,230,22,24.0,3,3,0
2484,230,1,18.0,4,4,0
2485,230,25,5.0,8,8,0
2486,230,27,12.0,5,5,1
2487,230,15,10.0,6,6,0
2488,230,29,1.0,9,9,0
2489,230,18,0.0,10,10,0
2490,230,28,0.0,11,11,0
2491,230,17,8.0,7,7,0
2492,231,3,85.0,1,1,6
2493,231,6,35.0,2,2,1
2494,231,22,28.0,3,3,0
2495,231,1,23.0,4,4,0
2496,231,25,5.0,8,8,0
2497,231,27,12.0,5,5,1
2498,231,15,10.0,6,6,0
2499,231,29,1.0,9,9,0
2500,231,18,0.0,10,10,0
2501,231,28,0.0,11,11,0
2502,231,17,9.0,7,7,0
2503,232,3,101.0,1,1,7
2504,232,6,35.0,2,2,1
2505,232,22,35.0,3,3,0
2506,232,1,26.0,4,4,0
2507,232,25,5.0,8,8,0
2508,232,27,12.0,5,5,1
2509,232,15,10.0,6,6,0
2510,232,29,1.0,9,9,0
2511,232,18,0.0,10,10,0
2512,232,28,0.0,11,11,0
2513,232,17,9.0,7,7,0
2514,233,3,111.0,1,1,8
2515,233,6,35.0,3,3,1
2516,233,22,41.0,2,2,0
2517,233,1,32.0,4,4,0
2518,233,25,5.0,8,8,0
2519,233,27,12.0,6,6,1
2520,233,15,10.0,7,7,0
2521,233,29,1.0,9,9,0
2522,233,18,0.0,10,10,0
2523,233,28,0.0,11,11,0
2524,233,17,13.0,5,5,0
2525,234,3,125.0,1,1,9
2526,234,6,38.0,3,3,1
