qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
9146,1072,817,1,3,11,1:28.216,1:28.668,\N
9147,1072,8,51,7,12,1:28.856,1:28.885,\N
9148,1072,4,214,14,13,1:28.944,1:28.920,\N
9149,1072,847,3,63,14,1:28.926,1:29.054,\N
9150,1072,832,6,55,15,1:28.237,1:53.652,\N
9151,1072,849,3,6,16,1:29.177,\N,\N
9152,1072,20,117,5,17,1:29.198,\N,\N
9153,1072,840,117,18,18,1:29.368,\N,\N
9154,1072,854,210,47,19,1:29.464,\N,\N
9155,1072,853,210,9,20,1:30.473,\N,\N
9156,1073,830,9,33,1,1:23.322,1:22.800,1:22.109
9157,1073,1,131,44,2,1:22.845,1:23.145,1:22.480
9158,1073,846,1,4,3,1:23.553,1:23.256,1:22.931
9159,1073,815,9,11,4,1:23.350,1:23.135,1:22.947
