circuitId,country,name,lat,lng,alt,location,date,time,year,locationModified,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,description,icon,stations
1,Australia,Albert Park Grand Prix Circuit,-37.8497,144.968,10,Melbourne,2011-03-27,6:00:00,2011,Melbourne%20Australia,19.0,12.7,14.8,19.0,12.7,14.8,11.2,79.7,0.17,100.0,8.33,rain,,,,18.4,185.1,1026.3,79.2,16.4,218.9,18.9,8.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"YMAV,95874099999,94866099999,94895599999,95866099999,94865099999,YMML,94864099999,94870099999"
2,Malaysia,Sepang International Circuit,2.76083,101.738,18,Kuala Lumpur,2001-03-18,\N,2001,Kuala%20Lumpur%20Malaysia,32.6,24.6,27.8,39.4,24.6,30.6,24.1,81.4,17.7,100.0,8.33,rain,,,,18.4,320.3,1008.8,90.0,11.1,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"4,864,709,999,948,640,000,000"
2,Malaysia,Sepang International Circuit,2.76083,101.738,18,Kuala Lumpur,2002-03-17,\N,2002,Kuala%20Lumpur%20Malaysia,34.2,25.8,29.0,40.1,25.8,33.0,24.6,78.7,0.0,0.0,0.0,,,,,15.7,207.9,1009.1,90.0,5.7,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,864,709,999,948,640,000,000"
2,Malaysia,Sepang International Circuit,2.76083,101.738,18,Kuala Lumpur,2003-03-23,\N,2003,Kuala%20Lumpur%20Malaysia,34.6,25.0,29.5,40.7,25.0,33.3,24.2,75.2,0.0,0.0,0.0,,,,,18.4,68.3,1009.6,90.0,10.2,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,864,709,999,948,640,000,000"
2,Malaysia,Sepang International Circuit,2.76083,101.738,18,Kuala Lumpur,2004-03-21,\N,2004,Kuala%20Lumpur%20Malaysia,34.1,25.1,29.1,43.0,25.1,33.0,24.4,76.8,0.0,0.0,0.0,,,,,20.5,303.0,1007.5,90.0,10.8,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,864,709,999,948,640,000,000"
2,Malaysia,Sepang International Circuit,2.76083,101.738,18,Kuala Lumpur,2005-03-20,15:00:00,2005,Kuala%20Lumpur%20Malaysia,35.1,25.9,29.8,39.5,25.9,32.7,22.4,66.6,0.0,0.0,0.0,,,,,16.6,342.2,1008.8,90.0,7.8,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,48650099999
2,Malaysia,Sepang International Circuit,2.76083,101.738,18,Kuala Lumpur,2006-03-19,15:00:00,2006,Kuala%20Lumpur%20Malaysia,32.1,24.1,27.8,36.9,24.1,29.9,23.0,76.1,56.2,100.0,8.33,rain,,,,22.3,14.2,1007.6,90.0,9.9,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,48650099999
2,Malaysia,Sepang International Circuit,2.76083,101.738,18,Kuala Lumpur,2007-04-08,7:00:00,2007,Kuala%20Lumpur%20Malaysia,33.1,24.0,28.6,40.6,24.0,32.1,24.1,78.0,0.0,0.0,0.0,,,,,15.5,243.5,1009.3,90.0,11.0,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,864,709,999,948,650,000,000"
2,Malaysia,Sepang International Circuit,2.76083,101.738,18,Kuala Lumpur,2008-03-23,7:00:00,2008,Kuala%20Lumpur%20Malaysia,31.9,23.2,26.6,37.7,23.2,28.6,23.4,83.9,6.277,100.0,4.17,rain,,,,13.9,277.4,1008.7,91.1,8.5,,,,,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"4,864,709,999,948,650,000,000"
2,Malaysia,Sepang International Circuit,2.76083,101.738,18,Kuala Lumpur,2009-04-05,9:00:00,2009,Kuala%20Lumpur%20Malaysia,32.1,24.2,26.6,38.3,24.2,28.2,23.7,84.8,27.317,100.0,12.5,rain,,,,14.8,296.6,1009.1,91.5,9.8,,,,,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"4,864,709,999,948,650,000,000"
2,Malaysia,Sepang International Circuit,2.76083,101.738,18,Kuala Lumpur,2010-04-04,8:00:00,2010,Kuala%20Lumpur%20Malaysia,34.7,25.0,29.4,43.0,25.0,33.4,24.3,75.7,0.0,0.0,0.0,,,,,15.9,134.1,1010.0,89.0,9.6,205.0,17.6,7.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
2,Malaysia,Sepang International Circuit,2.76083,101.738,18,Kuala Lumpur,2011-04-10,8:00:00,2011,Kuala%20Lumpur%20Malaysia,30.0,26.0,27.4,36.2,26.0,30.9,25.3,88.6,25.673,100.0,12.5,rain,,,,10.7,251.3,1011.3,90.6,7.2,76.1,6.6,3.0,,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2004-04-04,\N,2004,Sakhir%20Bahrain,30.8,23.4,25.3,30.0,23.4,25.3,18.4,67.3,,0.0,0.0,,,,,33.2,96.7,1009.7,90.5,11.3,,,,,Overcast,Cloudy skies throughout the day.,cloudy,"404,170,999,994,115,000,000,000,000,000,000"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2005-04-03,14:30:00,2005,Sakhir%20Bahrain,38.0,25.1,29.5,35.8,25.1,29.0,13.9,42.5,,0.0,0.0,,,,,26.3,206.0,1009.1,13.4,11.1,,,,,Clear,Clear conditions throughout the day.,clear-day,"4,115,009,999,940,410,000,000"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2006-03-12,14:30:00,2006,Sakhir%20Bahrain,21.2,17.7,19.1,21.2,17.7,19.1,8.1,49.2,,0.0,0.0,,,,,37.0,346.8,1014.4,4.9,11.7,,,,,Clear,Clear conditions throughout the day.,clear-day,"4,115,009,999,940,410,000,000"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2007-04-15,11:30:00,2007,Sakhir%20Bahrain,27.2,23.0,24.8,26.9,23.0,24.7,12.8,48.4,,0.0,0.0,,,,,31.3,8.8,1013.9,20.4,6.1,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,115,009,999,940,410,000,000"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2008-04-06,11:30:00,2008,Sakhir%20Bahrain,28.2,22.9,25.1,27.4,22.9,25.0,13.2,48.0,,0.0,0.0,,,,,33.2,331.1,1012.0,17.4,7.4,,,,,Clear,Clear conditions throughout the day.,clear-day,"404,170,999,994,115,000,000,000,000,000,000"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2009-04-26,12:00:00,2009,Sakhir%20Bahrain,42.1,27.2,31.4,39.9,28.9,31.4,14.0,41.4,,0.0,0.0,,,,,27.5,141.3,1008.0,7.2,9.4,,,,,Clear,Clear conditions throughout the day.,clear-day,"4,115,009,999,940,410,000,000"
3,Bahrain,Bahrain International Circuit,26.0325,50.5106,7,Sakhir,2010-03-14,12:00:00,2010,Sakhir%20Bahrain,35.0,17.7,26.6,32.5,17.7,26.2,12.5,46.1,0.0,0.0,0.0,,,,,16.3,159.2,1013.8,2.7,10.5,293.1,25.4,10.0,,Clear,Clear conditions throughout the day.,clear-day,"OEDR,41150099999,40416099999,OBBI"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2001-04-29,\N,2001,Montmeló%20Spain,21.1,10.6,14.7,21.1,10.6,14.7,10.4,75.9,0.0,0.0,0.0,,,,,37.1,204.6,1011.9,69.8,10.8,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2002-04-28,\N,2002,Montmeló%20Spain,19.1,9.8,14.6,19.1,9.8,14.6,11.6,82.5,0.0,0.0,0.0,,,,,22.3,215.4,1013.3,73.3,8.1,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2003-05-04,\N,2003,Montmeló%20Spain,23.4,11.1,17.9,23.4,11.1,17.9,11.6,70.1,0.0,0.0,0.0,,,,,19.7,74.3,1018.6,36.7,10.5,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2004-05-09,\N,2004,Montmeló%20Spain,18.1,9.5,14.3,18.1,8.3,14.2,9.7,75.2,0.0,0.0,0.0,,,,,24.1,221.2,1012.4,43.2,13.9,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2005-05-08,14:00:00,2005,Montmeló%20Spain,21.0,12.6,17.2,21.0,12.6,17.2,11.0,67.3,0.0,0.0,0.0,,,,,20.5,116.4,1013.4,28.5,14.1,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2006-05-14,14:00:00,2006,Montmeló%20Spain,24.7,13.8,19.5,24.7,13.8,19.5,11.6,62.0,0.0,0.0,0.0,,,,,23.2,216.2,1021.0,60.3,22.2,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"818,409,999,908,181,000,000"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2007-05-13,12:00:00,2007,Montmeló%20Spain,26.3,11.8,19.8,26.3,11.8,19.8,11.0,59.9,0.0,0.0,0.0,,,,,20.4,210.6,1010.9,16.6,10.8,,,,,Clear,Clear conditions throughout the day.,clear-day,"81,840,999,990,818,100,000,000,000,000,000"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2008-04-27,12:00:00,2008,Montmeló%20Spain,20.0,8.6,15.4,20.0,8.6,15.4,8.8,67.1,0.0,0.0,0.0,,,,,18.4,110.4,1021.8,51.7,10.9,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"81,840,999,990,818,100,000,000,000,000,000"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2009-05-10,12:00:00,2009,Montmeló%20Spain,20.1,15.2,17.7,20.1,15.2,17.7,13.9,78.7,0.23,100.0,4.17,rain,,,,16.3,92.1,1015.5,56.9,8.7,,,,,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"81,840,999,990,818,100,000,000,000,000,000"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2010-05-09,12:00:00,2010,Montmeló%20Spain,19.9,9.5,15.2,19.9,9.5,15.2,10.9,76.5,1.08,100.0,4.17,rain,,,57.2,16.2,210.2,1007.4,47.3,9.9,299.3,25.9,9.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999"
4,Spain,Circuit de Barcelona-Catalunya,41.57,2.26111,109,Montmeló,2011-05-22,12:00:00,2011,Montmeló%20Spain,26.7,12.2,20.3,26.2,12.2,20.3,9.4,53.4,0.0,0.0,0.0,,,,,15.4,177.5,1019.7,28.5,13.6,341.8,29.4,10.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,LEGE,08184099999,LELL,08181099999,08176399999"
5,Turkey,Istanbul Park,40.9517,29.405,130,Istanbul,2005-08-21,15:00:00,2005,Istanbul%20Turkey,26.4,19.8,23.1,26.4,19.8,23.1,18.1,74.0,0.786,100.0,4.17,rain,,,,29.0,348.7,1013.0,61.5,10.8,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"1,706,309,999,917,060,000,000"
5,Turkey,Istanbul Park,40.9517,29.405,130,Istanbul,2006-08-27,15:00:00,2006,Istanbul%20Turkey,31.5,22.4,27.0,31.0,22.4,27.2,18.0,60.8,0.0,0.0,0.0,,,,,17.2,209.5,1008.3,0.0,9.9,,,,,Clear,Clear conditions throughout the day.,clear-day,"1,706,309,999,917,060,000,000"
5,Turkey,Istanbul Park,40.9517,29.405,130,Istanbul,2007-08-26,12:00:00,2007,Istanbul%20Turkey,34.0,23.6,27.7,33.6,23.6,28.5,20.2,66.9,0.0,0.0,0.0,,,,,39.1,355.0,1014.2,37.1,10.3,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"170,630,999,991,706,000,000,000,000,000,000"
5,Turkey,Istanbul Park,40.9517,29.405,130,Istanbul,2008-05-11,12:00:00,2008,Istanbul%20Turkey,16.8,8.8,13.2,16.8,6.9,13.1,7.7,70.6,0.0,0.0,0.0,,,,,23.1,18.4,1018.8,32.1,9.7,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1,706,309,999,917,060,000,000"
5,Turkey,Istanbul Park,40.9517,29.405,130,Istanbul,2009-06-07,12:00:00,2009,Istanbul%20Turkey,29.5,18.8,24.8,28.2,18.8,24.4,10.9,44.1,0.0,0.0,0.0,,,,,12.2,182.5,1013.2,50.0,10.0,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1,706,309,999,917,060,000,000"
5,Turkey,Istanbul Park,40.9517,29.405,130,Istanbul,2010-05-30,11:00:00,2010,Istanbul%20Turkey,26.6,18.6,23.0,26.6,18.6,23.0,16.1,66.5,0.0,0.0,0.0,,,,,17.7,335.8,1013.5,38.0,10.4,322.1,27.8,10.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17059099999,17060099999"
5,Turkey,Istanbul Park,40.9517,29.405,130,Istanbul,2011-05-08,12:00:00,2011,Istanbul%20Turkey,17.8,6.9,11.8,17.8,4.3,11.4,5.7,67.1,0.0,0.0,0.0,,,,,31.9,6.4,1017.2,52.9,12.0,282.5,24.4,10.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17061099999,17059099999,17060099999"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2001-05-27,\N,2001,Monte-Carlo%20Monaco,24.3,19.0,21.8,24.3,19.0,21.8,15.2,66.7,0.0,0.0,0.0,,,,,17.9,67.2,1021.6,34.1,19.3,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"7,684,099,999,076,900,000,000,000,000,000,000,000,000,000"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2002-05-26,\N,2002,Monte-Carlo%20Monaco,21.8,15.0,18.5,21.8,15.0,18.5,13.5,73.5,0.0,0.0,0.0,,,,,28.3,68.0,1008.2,36.8,28.8,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76,840,999,990,769,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2003-06-01,\N,2003,Monte-Carlo%20Monaco,22.3,18.1,20.0,22.3,18.1,20.0,17.6,86.5,0.0,0.0,0.0,,0.0,0.0,,19.6,78.1,1012.7,57.3,12.7,,,,,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76,840,999,990,769,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2004-05-23,\N,2004,Monte-Carlo%20Monaco,19.9,15.8,17.7,19.9,15.8,17.7,13.7,77.8,0.165,100.0,4.17,rain,,,,27.4,93.3,1013.7,59.7,23.7,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"7,684,099,999,076,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2005-05-22,14:00:00,2005,Monte-Carlo%20Monaco,19.6,15.6,17.7,19.6,15.6,17.7,14.7,82.8,0.0,0.0,0.0,,0.0,0.0,37.4,25.7,86.5,1014.8,82.4,20.2,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"7,684,099,999,076,900,000,000,000,000,000,000,000,000,000"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2006-05-28,14:00:00,2006,Monte-Carlo%20Monaco,21.1,16.7,19.1,21.1,16.7,19.1,15.4,79.6,0.0,0.0,0.0,,0.0,0.0,21.5,12.0,121.8,1017.8,44.8,25.1,,,,,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"7,684,099,999,076,900,000,000,000,000,000,000,000,000,000"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2007-05-27,12:00:00,2007,Monte-Carlo%20Monaco,22.0,17.4,19.6,22.0,17.4,19.6,15.4,77.4,0.149,100.0,4.17,rain,,,53.6,37.5,239.7,1002.3,48.1,27.5,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"7,684,099,999,076,900,000,000,000,000,000,000,000,000,000"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2008-05-25,12:00:00,2008,Monte-Carlo%20Monaco,21.7,16.7,18.4,21.7,16.7,18.4,14.8,81.4,4.648,100.0,20.83,rain,,,71.4,37.6,63.7,1013.2,97.0,24.0,,,,,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"7,684,099,999,076,900,000,000,000,000,000,000,000,000,000"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2009-05-24,12:00:00,2009,Monte-Carlo%20Monaco,24.3,16.8,21.3,24.3,16.8,21.3,17.1,77.6,0.0,0.0,0.0,,0.0,0.0,18.4,14.8,93.9,1019.3,27.9,19.1,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76,840,999,990,769,000,000,000,000,000,000"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2010-05-16,12:00:00,2010,Monte-Carlo%20Monaco,20.1,13.3,17.0,20.1,13.3,17.0,9.1,59.8,0.0,0.0,0.0,,0.0,0.0,33.5,23.3,277.5,1007.7,68.6,33.4,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07684099999,LFMD,07690099999,16153099999,LFMN"
6,Monaco,Circuit de Monaco,43.7347,7.42056,7,Monte-Carlo,2011-05-29,12:00:00,2011,Monte-Carlo%20Monaco,22.2,16.9,19.9,22.2,16.9,19.9,11.5,59.4,0.0,0.0,0.0,,,,24.1,15.7,50.3,1017.3,13.6,37.2,353.0,30.6,10.0,,Clear,Clear conditions throughout the day.,clear-day,"07684099999,LFMD,07690099999,16153099999,LFMN"
7,Canada,Circuit Gilles Villeneuve,45.5,-73.5228,13,Montreal,2001-06-10,\N,2001,Montreal%20Canada,26.1,15.0,21.0,26.1,15.0,21.0,10.0,50.6,0.0,0.0,0.0,,0.0,0.0,,13.3,244.0,1008.1,26.8,18.1,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"713,770,999,997,137,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
7,Canada,Circuit Gilles Villeneuve,45.5,-73.5228,13,Montreal,2002-06-09,\N,2002,Montreal%20Canada,24.0,16.9,19.7,24.0,16.9,19.7,11.6,61.2,0.002,100.0,4.17,rain,0.0,0.0,,16.8,332.7,1015.6,57.4,17.1,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"7,137,109,999,971,520,000,000,000,000,000,000,000,000,000,000,000,000,000"
7,Canada,Circuit Gilles Villeneuve,45.5,-73.5228,13,Montreal,2003-06-15,\N,2003,Montreal%20Canada,19.1,14.0,16.5,19.1,14.0,16.5,10.7,70.6,0.012,100.0,4.17,rain,0.0,0.0,,13.1,3.6,1016.1,61.8,16.4,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"713,770,999,997,137,000,000,000,000,000,000"
7,Canada,Circuit Gilles Villeneuve,45.5,-73.5228,13,Montreal,2004-06-13,\N,2004,Montreal%20Canada,25.1,12.9,19.9,25.1,12.9,19.9,9.0,49.9,0.0,0.0,0.0,,0.0,0.0,,11.2,175.6,1017.4,40.0,18.2,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"713,770,999,997,137,000,000,000,000,000,000"
7,Canada,Circuit Gilles Villeneuve,45.5,-73.5228,13,Montreal,2005-06-12,13:00:00,2005,Montreal%20Canada,32.0,24.0,27.1,34.2,24.0,28.4,20.4,67.4,0.0,0.0,0.0,,0.0,0.0,33.5,13.0,220.9,1011.6,21.3,10.1,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"713,770,999,997,137,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
7,Canada,Circuit Gilles Villeneuve,45.5,-73.5228,13,Montreal,2006-06-25,13:00:00,2006,Montreal%20Canada,28.0,15.0,22.5,27.4,15.0,22.4,10.6,48.7,0.0,0.0,0.0,,0.0,0.0,,7.6,38.2,1020.2,27.3,20.7,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71,627,094,792,713,700,000,000,000,000,000,000,000,000,000"
7,Canada,Circuit Gilles Villeneuve,45.5,-73.5228,13,Montreal,2007-06-10,17:00:00,2007,Montreal%20Canada,26.1,16.9,21.6,26.1,16.9,21.6,13.3,59.7,0.0,0.0,0.0,,0.0,0.0,33.5,10.5,359.2,1016.4,29.2,21.9,,,,,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71,627,094,792,713,700,000,000,000,000,000,000,000,000,000"
7,Canada,Circuit Gilles Villeneuve,45.5,-73.5228,13,Montreal,2008-06-08,17:00:00,2008,Montreal%20Canada,31.0,21.1,24.9,32.7,21.1,25.6,19.6,73.5,8.586,100.0,4.17,rain,0.0,0.0,50.6,17.0,226.8,1007.6,35.4,19.4,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71,627,094,792,713,700,000,000,000,000,000,000,000,000,000"
